complaint_text,category,priority
the font on the portal is too small and hard to read no one has responded yet,IT / Portal,Low
the portal deleted my submitted assignment and now its showing not submitted,IT / Portal,High
hi someone sent me threatening messages saying they will hurt me if i report them,Harassment,High
the teacher changes the quiz date without telling everyone please help,Academics / Faculty,Medium
i reported bullying last week but no one has followed up with me please look into this,Harassment,Medium
hi i saw sparks coming out of the electrical socket in my hostel room,Hostel,High
hi it would be helpful if the portal showed assignment deadlines on the home page,IT / Portal,Low
no halal options are available at the main cafeteria this needs to be fixed,Cafeteria / Food,Medium
i cant register for finals because the system keeps showing an error please help,IT / Portal,High
teacher is not available during office hours when students need help please look into this,Academics / Faculty,Medium
library wifi keeps disconnecting every few minutes,Library,Medium
the bus was so overcrowded a student fell and got injured please look into this,Transport,High
hi name correction request submitted 10 days ago and no update yet,Administration,Medium
urgent the bus broke down at night in an empty area and we were stranded,Transport,High
cold food is being served as if it is freshly cooked i need help with this,Cafeteria / Food,Medium
there are rats in my hostel room and they have gotten into my food kindly resolve this,Hostel,High
the van service was reduced from 3 trips to 1 without telling anyone,Transport,Medium
the printer in the library has been broken for 5 days please help,Library,Medium
hi teacher has been absent for 2 weeks and no replacement has been arranged,Academics / Faculty,High
a digital display near the library entrance showing available books would help i need help with this,Library,Low
the course outline on the portal does not match what is being taught,Academics / Faculty,Low
the queue system at the canteen is very unorganized i need help with this,Cafeteria / Food,Low
i cant update my phone number on the portal profile kindly resolve this,IT / Portal,Low
